name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
update=1
user=pinyin.usr
assist=mb/yong.txt 2
gaoluan 搞乱
gaolun 高论
gaoming 高明
gaonandu 高难度
gaoneng 高能
gaonianji 高年级
gaopan 高攀
gaopao 高炮
gaopengmanzuo 高朋满座
gaopin 高频
gaopinzhi 高品质
gaoqiangdu 高强度
gaoqing 搞清 高清
gaoqingban 高清版
gaoren 高人
gaorenyideng 高人一等
gaosan 高三
gaoseng 高僧
gaoshan 高山
gaoshang 高尚
gaoshanliushui 高山流水
gaoshanyangzhi 高山仰止
gaoshao 高烧
gaoshen 高深
gaosheng 高声 高升
gaoshenme 搞什么
gaoshepao 高射炮
gaoshi 告示
gaoshou 高手 高寿
gaoshoulinli 高手林立
gaoshuiping 高水平
gaosong 高耸
gaosu 告诉 高速
gaosudu 高速度
gaosugonglu 高速公路
gaosuwo 告诉我
gaotaiguishou 高抬贵手
gaotankuolun 高谈阔论
gaotiao 高挑
gaotie 高铁
gaoting 高挺
gaotong 高通
gaotoudama 高头大马
gaotu 高徒
gaotui 告退
gaowan 睾丸 搞完
gaowei 高位 告慰
gaowen 高温
gaowujianling 高屋建瓴
gaoxia 高下
gaoxiao 搞笑 高效 高校
gaoxiaoban 搞笑版
gaoxiaoyuesuo 高校院所
gaoxiaqu 搞下去
gaoxin 高新 高薪
gaoxing 高兴
gaoxingneng 高性能
gaoxinqu 高新区
gaoxiong 高雄
gaoxiongshi 高雄市
gaoxuan 高悬
gaoxueli 高学历
gaoxueya 高血压
gaoya 高雅 高压
gaoyadian 高压电
gaoyanban 高研班
gaoyang 羔羊
gaoyao 膏药
gaoyaxian 高压线
gaoyi 高一
gaoyiduanluo 告一段落
gaoyin 高音
gaoyu 高于 膏腴
gaoyuan 高原
gaoyuyiqie 高于一切
gaoza 搞砸
gaozhang 高涨
gaozhanyuanzhu 高瞻远瞩
gaozhao 高招
gaozhenwuyou 高枕无忧
gaozhi 告知 稿纸
gaozhiliang 高质量
gaozhong 高中 告终
gaozhongsheng 高中生
gaozhuang 告状
gaozi 稿子
gaozoukaige 高奏凯歌
ge 个 各 格 隔 歌 哥 革 戈 葛 割 阁 胳 搁 疙 咯 鸽 嗝 骼 颌 屹 搿 膈 镉 纥 袼 仡 鬲 塥 圪 哿 舸 铬 硌 虼 噶 蛤
geai 割爱
gean 个案
geba 个把
geban 各半
gebendongxi 各奔东西
gebenhagen 哥本哈根
gebenqiancheng 各奔前程
gebi 隔壁 戈壁
gebiao 各表
gebie 个别
gebitan 戈壁滩
gebo 胳膊
gebu 各部
gebumen 各部门
gebuxiangrang 各不相让
gebuxiangtong 各不相同
geceng 各层
gechang 歌唱
gechangjia 歌唱家
gechu 各处
geci 歌词
geda 各大 疙瘩
gedajunqu 各大军区
gedebahe 哥德巴赫
gedi 各地
gediao 格调
gediqu 各地区
gedou 格斗
geduan 隔断 割断
gefang 各方
gefangmian 各方面
gefuqize 各负其责
gege 各个 哥哥 个个 咯咯
gegeburu 格格不入
gegefangmian 各个方面
gegongsongde 歌功颂德
gegudingxin 革故鼎新
geguo 各国
gehang 各行 隔行
gehanggeye 各行各业
gehangrugeshan 隔行如隔山
gehangye 各行业
gehe 隔阂
gehou 歌喉
gehuaiguitai 各怀鬼胎
gehuaixinsi 各怀心思
gei 给
geichu 给出
geidian 给点
geile 给了
geili 给力
geilianbuyaolian 给脸不要脸
geini 给你
geinin 给您
geiqian 给钱
geiren 给人
geishei 给谁
geishui 给谁
geita 给他 给她
geiwo 给我
geiyi 给以
geji 各级
gejia 各家
gejiagehu 各家各户
gejie 各界
gejierenshi 各界人士
gejizhengfu 各级政府
geju 格局 歌剧 割据
gejue 隔绝
gejuyuan 歌剧院
gekai 隔开
geke 各科
gelaimei 格莱美 格莱美奖
gelan 各栏
gelao 仡佬
gele 隔了 割了
gelei 各类
geli 隔离
gelia 哥俩
gelie 割裂
gelingfengsao 各领风骚
gelou 阁楼
gelu 各路
gelunbiya 哥伦比亚
gelv 格律
gemanggede 各忙各的
gemen 哥们
gemi 歌迷
geming 革命
geminghua 革命化
gemingjia 革命家
geminzu 各民族
gemo 隔膜
gen 跟 根 亘 艮 哏 茛 揯 搄
genban 跟班
genben 根本
genbenshang 根本上
genbu 根部
genbushang 跟不上
genchu 根除
gendi 根底
gendou 跟斗
genfeng 跟风
geng 更 耿 耕 颈 庚 羹 梗 哽 赓 鲠 埂 绠 鹒
gengbu 更不
gengbuyongshuo 更不用说
gengbuzhi 更不知
gengcha 更差
gengchang 更长
gengchu 耕畜
gengda 更大
gengdaiheshi 更待何时
gengdi 耕地
gengdie 更迭
gengduan 更短
gengduo 更多
genggai 更改 梗概
genggao 更高
genggengyuhuai 耿耿于怀
gengguang 更广
genghao 更好
genghekuang 更何况
genghuan 更换
gengjia 更加
gengjin 更近 更紧
gengjinyibu 更进一步
gengju 更具
gengkuai 更快
gengkuan 更宽
gengma 耿马
gengmei 更美
gengming 更名
gengnan 更难
gengneng 更能
gengnianqi 更年期
gengniu 耕牛
gengqiang 更强
gengqu 更趋
gengse 梗塞
gengshangyicenglou 更上一层楼
gengshao 更少
gengshen 更深 更甚
gengsheng 更胜 更生
gengshi 更是
gengti 更替
gengtian 耕田
gengu 亘古
gengwei 更为
gengwen 更稳
gengxian 更显
gengxiang 更像
gengxiao 更小
gengxin 更新
gengxinhuandai 更新换代
gengxinshijian 更新时间
gengyao 更要
gengye 哽咽 哽噎
gengyi 更易 更衣
gengyishi 更衣室
gengyou 更有
gengyuan 更远 更圆
gengyun 耕耘
gengzao 更早
gengzaogao 更糟糕
gengzheng 更正
gengzhi 耿直
gengzhong 更重 耕种
gengzuo 耕作
genji 根基
genjin 跟进
genjing 根茎
genju 根据
genjudi 根据地
genjue 根绝
genni 跟你
genqian 跟前
genshang 跟上
genshendigu 根深蒂固
genshenyemao 根深叶茂
gensui 跟随
genta 跟他 跟她
gentie 跟贴
gentou 跟头
genv 歌女
genwo 跟我
genyou 根由
genyuan 根源
genzai 跟在
genzhe 跟着
genzhi 根治
genzi 根子
genzong 跟踪
gepai 各派
gepi 各批
gepu 歌谱
geqi 各期
geqian 搁浅
geqiang 隔墙
geqiangyouer 隔墙有耳
geqiye 各企业
gequ 歌曲 各区
gequsuoxu 各取所需
gequxian 各区县
gerang 割让
gere 隔热
geren 个人
gerenban 个人版
gerendeshi 个人得失
geri 隔日
gesanchawu 隔三叉五
gese 各色
geshe 割舍
gesheng 歌声 各省
geshengji 各省级
geshengshi 各省市
geshi 格式 各市 各式
geshigeyang 各式各样
geshihua 格式化
geshou 歌手
geshujijian 各抒己见
gesidalijia 哥斯达黎加
gesiqizhi 各司其职
gesong 歌颂
getan 歌坛 各摊
geti 个体
getian 隔天
getiao 各条
getiaozhanxian 各条战线
getigongshanghu 个体工商户
getihu 个体户
geting 歌厅
getou 个头
gewai 格外
gewei 各位 个位
geweiyuanhui 各委员会
gewu 歌舞
gewuju 歌舞剧
gewushengping 歌舞升平
gexia 阁下
gexian 各县
gexiang 各项
gexianqu 各县区
gexianshentong 各显神通
gexiao 各校
gexin 革新
gexing 个性 歌星
gexinghua 个性化
gexingqidao 各行其道
gexingqishi 各行其是
gexuesaoyang 隔靴搔痒
geyan 格言
geyang 各样
geyao 歌谣
geyechou 隔夜仇
geyi 各异
geyin 隔音
geyong 歌咏
geyou 各有
geyougede 各有各的
geyouqianqiu 各有千秋
geyousuochang 各有所长
geyousuode 各有所得
geyousuohao 各有所好
geyue 个月
gezai 搁在
gezhan 各占 各站
gezhansuochang 各展所长
gezhe 隔着
gezhi 搁置 革职
gezhijijian 各执己见
gezhiyici 各执一词
gezhong 各种
gezhonggeyang 各种各样
gezhonghaoshou 个中好手
gezhongziwei 个中滋味
gezi 各自 鸽子 个子
geziweizhan 各自为战
geziweizheng 各自为政
gezu 各组 各族
gezurenmin 各族人民
gong 工 公 共 宫 供 功 攻 贡 恭 巩 躬 龚 弓 拱 肱 汞 蚣 珙 觥 廾 蛩
gongan 公安 公案
gonganbu 公安部
gonganju 公安局
gongbaichuicheng 功败垂成
gongban 公办 公版
gongbao 公报
gongben 工本
gongbenfei 工本费
gongbihua 工笔画
gongbing 工兵
gongbu 公布 弓步 工部
gongbukemo 功不可没
gongbuyingqiu 供不应求
gongce 公测 公厕
gongceban 公测版
gongchai 公差
gongchan 公产 共产
gongchandang 共产党
gongchandangyuan 共产党员
gongchang 工厂 工场
gongchanzhuyi 共产主义
gongchanzhuyizhe 共产主义者
gongche 公车
gongchen 功臣
gongcheng 工程
gongchengbazhai 攻城拔寨
gongchengbu 工程部
gongchengluedi 攻城略地
gongchengmingjiu 功成名就
gongchengshentui 功成身退
gongchengshi 工程师
gongchengyuan 工程院
gongchi 公尺
gongchoujiaocuo 觥筹交错
gongchu 共处 供出
gongchuang 共创
gongci 供词
gongcun 共存
gongda 攻打 共达
gongdang 共党 工党
gongdao 公道
gongdayuqiu 供大于求
gongde 功德 公德
gongdi 工地 功底 公敌
gongdian 供电 宫殿
gongdu 攻读 共度 工读
gongerwangsi 公而忘私
gongfa 功法
gongfang 攻防
gongfangzhan 攻防战
gongfei 公费
gongfen 公分 公愤
gongfeng 供奉 工蜂
gongfu 功夫 工夫
gongfubufuyouxinren 工夫不负有心人
gonggan 公干
gonggao 公告 供稿
gonggaopai 公告牌
gonggong 公共 公公
gonggongjingjing 恭恭敬敬
gonggou 公狗
gonggu 巩固 公估
gongguan 公关 攻关
gongguo 功过 公国
gongguoyuqiu 供过于求
gonghai 公害 公海
gonghan 公函
gonghang 工行
gonghao 功耗
gonghe 共和 恭贺
gongheguo 共和国
gonghou 恭候
gonghui 工会 公会
gonghuo 供货
gonghuoqi 供货期
gonghuoshang 供货商
gongji 攻击 供给 共计 公鸡 功绩
gongjia 公家
gongjian 弓箭 共建 攻坚
gongjianfa 公检法
gongjiang 工匠
gongjianshou 弓箭手
gongjianzhan 攻坚战
gongjiao 公交 工交
gongjiaoche 公交车
gongjie 攻讦
gongjijin 公积金
gongjili 攻击力
gongjin 公斤
gongjing 恭敬
gongjingburucongming 恭敬不如从命
gongjizhe 攻击者
gongju 工具
gongjue 公爵 公决
gongjulan 工具栏
gongjushu 工具书
gongjuxiang 工具箱
gongkai 公开
gongkaihua 公开化
gongkaike 公开课
gongkaixin 公开信
gongke 功课 工科 攻克
gongkongji 工控机
gongkuan 公款
gongkuang 工矿
gongkuangqiye 工矿企业
gongkuiyikui 功亏一篑
gonglao 功劳
gongli 公里 公理 功力 功利 公立 公历
gongling 工龄
gonglu 公路
gonglue 攻略
gonglun 公论
gonglv 功率
gongmao 工贸
gongmian 共勉
gongmin 公民
gongming 共鸣 功名
gongminglilu 功名利禄
gongmou 共谋
gongmu 公墓 公亩 公募
gongneng 功能
gongnengjian 功能键
gongnengxing 功能性
gongnin 供您
gongniu 公牛
gongnong 工农
gongnongbing 工农兵
gongnongye 工农业
gongnu 弓弩
gongnuan 供暖
gongnv 宫女
gongpai 公派
gongpan 公判
gongpin 贡品
gongping 公平
gongpo 攻破 公婆
gongpu 公仆
gongqi 工期 供气
gongqian 工钱
gongqing 公顷
gongqingtuan 共青团
gongqingtuanyuan 共青团员
gongqiu 供求
gongqiyidian 攻其一点
gongqu 工区
gongran 公然
gongre 供热
gongren 工人 公认 供认
gongrenbuhui 供认不讳
gongrenmen 工人们
gongru 攻入
gongshang 工商 共商 工伤
gongshangjie 工商界
gongshanglian 工商联
gongshangxingzheng 工商行政
gongshangye 工商业
gongshe 公社 共设
gongshen 公审 躬身
gongsheng 共生 公升
gongshi 公式 攻势 公事 共事 工事 工时 公使 共识 公示
gongshou 攻守 拱手
gongshu 供述 公署
gongshui 供水
gongshuqu 拱墅区
gongsi 公司 公私
gongsu 公诉
gongsun 公孙
gongsuren 公诉人
gongtang 公堂
gongting 宫廷
gongtong 共同 共通
gongtongdian 共同点
gongtongliyi 共同利益
gongtou 公投 工头
gongwang 公网
gongwei 恭维 工委 共为
gongwen 公文
gongwenbao 公文包
gongwu 公务 公物
gongwuyuan 公务员
gongxi 恭喜
gongxia 攻下
gongxian 贡献 攻陷
gongxiang 共享
gongxiangban 共享版
gongxiao 功效 供销
gongxin 工薪 攻心
gongxing 共性
gongxinli 公信力
gongxiu 公休 工休
gongxiuri 工休日
gongxu 供需 工序 共叙
gongxueyuan 工学院
gongxuliangsu 公序良俗
gongxun 功勋
gongyan 公演
gongyang 供养
gongyao 弓腰 公钥
gongye 工业
gongyehua 工业化
gongyepin 工业品
gongyequ 工业区
gongyeyuan 工业园
gongyi 工艺 公益
gongyiliucheng 工艺流程
gongyimeishu 工艺美术
gongying 供应
gongyinglian 供应链
gongyingliang 供应量
gongyingshang 供应商
gongyingzhan 供应站
gongyipin 工艺品
gongyishiye 公益事业
gongyixing 公益性
gongyong 公用 共用 功用
gongyou 共有 公有 工友
gongyouzhi 公有制
gongyu 公寓 工余 工于
gongyuan 公园 公元
gongyuanqian 公元前
gongyue 公约
gongyueshu 公约数
gongyun 公允 工运
gongzaidangdai 功在当代
gongzhai 公债
gongzhan 攻占
gongzhang 公章
gongzhen 共振
gongzheng 公正 公证 工整
gongzhengchu 公证处
gongzhengshu 公证书
gongzhengyuan 公证员
gongzhi 公职 供职 公制
gongzhiyuzhong 公之于众
gongzhong 公众 工种
gongzhu 公主
gongzhuan 公转
gongzhuyushi 公诸于世
gongzhuyuzhong 公诸于众
gongzi 工资 公子
gongzige 公子哥
gongzijibie 工资级别
gongzui 功罪
gongzuo 工作
gongzuohuibao 工作汇报
gongzuohuiyi 工作会议
gongzuoliang 工作量
gongzuorenyuan 工作人员
gongzuori 工作日
gongzuoshi 工作室
gongzuozhan 工作站
gongzuozhe 工作者
gongzuozu 工作组
gou 够 购 狗 沟 构 勾 苟 钩 觏 篝 垢 佝 岣 诟 鞲 笱 枸 遘 媾 缑 彀 句 鸲 ㄅ ㄋ
goubing 购并 诟病
goubugou 够不够
gouche 购车
goucheng 构成
gouci 构词
gouda 勾搭
goudang 勾当
goudong 狗洞
gouduo 够多
goufang 购房
goufangzhe 购房者
gougaibulechishi 狗改不了吃屎
gouguan 狗官
gouhe 沟壑
gouhua 勾画
gouhun 勾魂
gouhuo 篝火
goujia 构架 购价
goujian 构建 构件 勾践
goujiandabei 勾肩搭背
goujie 勾结
goujin 购进
goujitiaoqiang 狗急跳墙
goulan 勾栏
goule 够了 勾勒
goulian 勾连
goumai 购买
goumaili 购买力
gounian 狗年
goupi 狗屁
goupiao 购票
goupibutong 狗屁不通
goupigaoyao 狗皮膏药
gouqi 勾起 枸杞
gouqiang 够呛
gouqie 苟且
gouqietousheng 苟且偷生
gourou 狗肉
goushi 狗屎
goushiyun 狗屎运
gousi 构思
goutong 沟通 苟同
goutoujunshi 狗头军师
goutu 构图
goutuizi 狗腿子
gouwu 购物
gouxiang 构想
gouxiao 购销 勾销
gouxindoujiao 勾心斗角
gouxiong 狗熊
gouxue 狗血
gouyan 狗眼
gouyancanchuan 苟延残喘
gouyankanrendi 狗眼看人低
gouyin 勾引
gouyong 够用
gouzao 构造
gouzhi 购置
gouzhu 构筑
gu 故 古 股 顾 鼓 姑 骨 固 孤 谷 估 贾 雇 辜 咕 沽 箍 菇 汩 轱 锢 蛊 梏 鸪 毂 臌 瞽 罟 钴 觚 鹘 菰 蛄 嘏 诂 崮 酤 牿 牯 痼 鲴 呱 榖
gua 挂 刮 寡 呱 瓜 褂 卦 剐 鸹 栝 胍 诖
guabudizhong 寡不敌众
guacai 挂彩
guadiao 挂掉
guaduan 挂断
guafen 瓜分
guafeng 刮风
guafu 寡妇
guage 瓜葛
guageming 挂个名
guagou 挂钩
guaguo 瓜果
guahao 挂号
guahudao 刮胡刀
guai 怪 乖 拐 掴 夬
guaibing 怪病
guaibude 怪不得
guaidan 怪诞
guaidian 拐点
guaiguai 乖乖
guaigun 拐棍
guaijiao 怪叫 拐角
guaike 怪客
guaililuanshen 怪力乱神
guaimai 拐卖
guaipi 怪癖 乖僻
guaipian 拐骗
guaiqiao 乖巧
guaiquan 怪圈
guairen 怪人
guaishi 怪事
guaishou 怪兽
guaitai 怪胎
guaiwan 拐弯
guaiwanmojiao 拐弯抹角
guaiwei 怪味
guaiwu 怪物
guaiyi 怪异
guaizai 怪哉
guaizhang 拐杖
guaizhao 怪招
guaizui 怪罪
guajie 挂接
guaju 寡居
guakao 挂靠
guali 挂历
gualianxianchi 寡廉鲜耻
guamian 挂面
guaming 挂名
guamu 寡母
guamuxiangkan 刮目相看
guan 关 官 管 观 馆 惯 冠 贯 罐 灌 棺 莞 倌 纶 掼 盥 涫 鳏 鹳 婠 爟 琯 瓘
guanai 关爱 关隘
guanbi 关闭
guanbing 官兵
guanbuguan 管不管
guanbuzhao 管不着
guancai 棺材
guancang 馆藏
guance 观测
guancezhan 观测站
guancha 观察
guanchafa 观察法
guanchai 官差
guanchajia 观察家
guanchang 官场
guanche 贯彻
guanchezhixing 贯彻执行
guanchuan 贯穿
guanchuang 关窗
guandao 管道 官道
guandi 官邸
guandian 观点
guandiao 关掉
guanding 灌顶
guandong 关东
guanfan 惯犯
guanfang 官方
guanfu 官府
guanfuyuanzhi 官复原职
guang 光 广 逛 犷 咣 胱 桄 洸
guangai 灌溉
guangan 观感
guangban 光板 光斑
guangbiao 光标
guangbo 广播
guangbozhan 广播站
guangcai 光彩
guangchang 广场
guangda 广大
guangdang 咣当
guangdao 广岛
guangdian 广电 光电
guangdie 光碟
guangdong 广东
guangdongsheng 广东省
guangdu 广度
guangergaozhi 广而告之
guangfan 广泛
guangfu 光复 光伏
guanggan 光感 光杆
guanggansiling 光杆司令
guanggao 广告
guanggaopai 广告牌
guanggaoshang 广告商
guanggaowei 广告位
guanggu 光顾
guangguailuli 光怪陆离
guanggun 光棍
guanghezuoyong 光合作用
guanghua 光滑 光华
guanghuan 光环
guanghui 光辉
guangjiaodebupachuanxiede 光脚的不怕穿鞋的
guangjie 逛街 光洁
guangjing 光景
guangkai 广开
guangkaiyanlu 广开言路
guangkao 光靠
guangkuo 广阔
guangkuotiandi 广阔天地
guanglan 光缆
guangliang 光亮
guanglin 光临
guangliuliu 光溜溜
guangmang 光芒
guangmao 广袤
guangming 光明
guangmingleiluo 光明磊落
guangmingribao 光明日报
guangmingxinqu 光明新区
guangmingzhengda 光明正大
guangna 广纳
guangneng 光能
guangnian 光年
guangong 关公
guangpan 光盘
guangpanban 光盘版
guangpigude 光屁股的
guangping 光凭
guangpu 光谱
guangqu 光驱
guangquan 光圈
guangrong 光荣
guangrongbang 光荣榜
guangshi 光是
guangshou 广受
guangshu 光束
guangshuan 光拴
guangsu 光速
guangtianhuari 光天化日
guangtongxin 光通信
guangtou 光头
guangtutu 光秃秃
guanguan 管管
guanguang 观光
guanguangke 观光客
guanguanxianghu 官官相护
guangxi 广西
guangxian 光线 光纤
guangxisheng 广西省
guangxizhuangzu 广西壮族
guangxu 光绪
guangxue 光学
guangyaozi 逛窑子
guangyi 广义
guangyige 光一个
guangyin 光阴
guangying 光影
guangyinsijian 光阴似箭
guangyuan 光源
guangyun 光晕
guangze 光泽
guangzhao 光照
guangzhe 光着
guangzhongboshou 广种薄收
guangzhou 广州
guangzhoushi 广州市
guangzi 光子
guangzongyaozu 光宗耀祖
guanhao 管好
guanhou 观后
guanhu 关乎
guanhua 官话
guanhuai 关怀
guanian 挂念
guanji 关机
guanjia 管家
guanjian 关键
guanjianci 关键词
guanjianxing 关键性
guanjianzi 关键字
guanjiao 管教
guanjiazi 官架子
guanjie 关节 官阶
guanjieyan 关节炎
guanjin 关紧
guanjun 冠军
guanjunbei 冠军杯
guankan 观看
guankong 管控
guankou 关口
guanlan 灌篮
guanle 关了 惯了 管了 灌了
guanli 管理 官吏 观礼 惯例
guanlian 关联
guanlianka 关联卡
guanliao 官僚
guanliaozibenzhuyi 官僚资本主义
guanlibu 管理部
guanlifa 管理法
guanliju 管理局
guanliqi 管理器
guanlixue 管理学
guanliyuan 管理员
guanlizhan 管理站
guanlizhe 管理者
guanmao 关贸
guanmen 关门
guanmiantanghuang 冠冕堂皇
guanming 冠名
guanmingquan 冠名权
guanmo 观摩
guanmu 灌木
guannei 关内
guanni 管你
guannian 观念
guanqia 关卡
guanqiang 官腔
guanqie 关切
guanqu 灌区 管区
guansai 观赛
guanshabuguanman 管杀不管墁
guanshang 观赏 官商 关上
guanshi 管事
guanshu 灌输 管束
guanshui 灌水 关税
guansi 官司
guansuan 谷氨酸
guanta 管他
guanting 关停
guantong 贯通
guantou 罐头 关头
guanwai 关外
guanwang 观望 官网
guanwei 官位 管委 官威
guanxi 关系 盥洗
guanxia 管辖
guanxian 管线
guanxin 关心
guanxinbing 冠心病
guanxing 惯性
guanya 关押
guanyajun 冠亚军
guanyin 观音
guanying 观影
guanyinxiang 观音像
guanyong 管用
guanyu 关于 关羽
guanyuan 官员
guanyue 管乐
guanyunhengtong 官运亨通
guanzai 关在
guanzhan 观战 观瞻
guanzhang 馆长
guanzhao 关照
guanzhi 管制 官职
guanzhong 观众 关中
guanzhongkuibao 管中窥豹
guanzhongmen 观众们
guanzhu 关注
guanzui 灌醉
guao 孤傲
guapai 挂牌
guaqi 挂起 刮起
guaren 寡人
guasha 刮痧
guashang 挂上
guashi 挂失
guashuai 挂帅
guashudiluo 瓜熟蒂落
guatianlixia 瓜田李下
guatou 寡头
guatu 挂图
guazai 挂在
guazhang 挂账
guazhe 挂着
guazhi 挂职
guazi 瓜子 褂子
guazilian 瓜子脸
guba 古巴
guban 古板
guben 股本 孤本
gubenpeiyuan 固本培元
gubude 顾不得
gubushang 顾不上
gubuzifeng 故步自封
guce 估测
gucheng 古城
guchui 鼓吹
guci 故此
gucishibi 顾此失彼
gudai 古代
gudan 孤单
gudao 孤岛 鼓捣 古道 故道
gudaorechang 古道热肠
gudi 谷底 故地 谷地
gudian 古典 鼓点
guding 固定
gudingzichan 固定资产
gudong 股东 古董 鼓动
gudu 孤独
guer 孤儿 故而
gueryuan 孤儿院
gufangzishang 孤芳自赏
gufen 股份
gufeng 古风 鼓风
gufenhezuozhi 股份合作制
gufenzhi 股份制
gufu 辜负
gugan 骨干
guge 谷歌 骨骼
gugong 故宫 雇工 股肱
gugou 股沟
gugu 姑姑 呱呱 咕咕 汩汩
gugua 孤寡
guguai 古怪
gugualaoren 孤寡老人
guguo 故国 古国
guguzhuidi 呱呱坠地
guhua 古话
guhui 骨灰
guhunyegui 孤魂野鬼
guhuo 蛊惑
gui 贵 归 鬼 诡 规 桂 跪 柜 轨 瑰 龟 刽 硅 闺 皈 癸 圭 晷 簋 妫 鲑 匦 庋 宄 炔 刿 桧 炅 鳜 匮 隗
guian 归案
guibai 跪拜
guibao 瑰宝
guibaxi 鬼把戏
guibi 规避
guibian 诡辩
guibin 贵宾
guicheng 规程
guidang 归档
guidao 轨道
guidianzi 鬼点子
guidifang 鬼地方
guiding 规定
guidui 归队
guifan 规范
guifang 闺房
guifanhua 规范化
guifei 贵妃
guifu 归附 贵妇
guifushengong 鬼斧神工
guige 规格
guigendaodi 归根到底
guigenjiedi 归根结底
guigong 归公
guigongsi 贵公司
guigongyu 归功于
guigu 硅谷
guiguai 鬼怪
guiguan 桂冠
guiguijuju 规规矩矩
guiguisuisui 鬼鬼祟祟
guiguo 归国 贵国
guihua 规划 桂花 鬼话
guihuafu 鬼画符
guihuan 归还
guihun 鬼魂
guiji 轨迹 诡计
guijian 贵贱
guijie 归结 规诫
guijiedao 归结到
guijiu 归咎
guijiuyu 归咎于
guiju 规矩
guijue 诡谲
guikan 贵刊
guike 贵客
guikou 归口
guikulanghao 鬼哭狼嚎
guilai 归来
guilei 归类
guili 瑰丽
guilian 鬼脸
guilin 桂林
guilinshi 桂林市
guilv 规律
guilvxing 规律性
guimei 鬼魅
guimi 闺蜜 诡秘
guimixinqiao 鬼迷心窍
guimo 规模
guina 归纳
guinv 闺女
guiqi 归期
guiqiao 归侨
guiqu 归去
guiquan 规劝
guiru 归入
guishen 鬼神
guishishenchai 鬼使神差
guishu 归属
guishun 归顺
guisu 归宿
guisuan 硅酸
guisuanyan 硅酸盐
guisugan 归宿感
guisuo 龟缩
